cohort,phs,bdchm_class,row_category,variable_file,pht,phv
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht007777,phv00369755
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht007777,phv00369756
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht007777,phv00369757
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht007777,phv00369758
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht007777,phv00369759
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht007777,phv00369760
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht007777,phv00369761
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht007777,phv00369762
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht007777,phv00369763
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht007777,phv00369764
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht007777,phv00369765
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht009761,phv00423883
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht009761,phv00423884
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht009761,phv00423885
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht009761,phv00423886
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht009761,phv00544754
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht009761,phv00544755
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht009761,phv00544756
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht009761,phv00544757
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht009761,phv00544758
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht009761,phv00544759
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht000395,phv00056588
FHS,phs000007,MeasurementObservation,Continuous variables,bmi,pht000397,phv00056833
FHS,phs000007,MeasurementObservation,Continuous variables,bnp,pht000393,phv00055159
FHS,phs000007,MeasurementObservation,Continuous variables,bnp,pht007776,phv00369624
FHS,phs000007,MeasurementObservation,Continuous variables,bnp,pht007776,phv00369625
FHS,phs000007,MeasurementObservation,Continuous variables,bun,pht000030,phv00007559
FHS,phs000007,MeasurementObservation,Continuous variables,bun,pht000031,phv00008085
FHS,phs000007,MeasurementObservation,Continuous variables,bun,pht001045,phv00081023
FHS,phs000007,MeasurementObservation,Continuous variables,bun,pht006018,phv00276861
FHS,phs000007,MeasurementObservation,Continuous variables,cac_score,pht000144,phv00023194
FHS,phs000007,MeasurementObservation,Continuous variables,cac_score,pht000144,phv00023195
FHS,phs000007,MeasurementObservation,Continuous variables,cac_score,pht000144,phv00023196
FHS,phs000007,MeasurementObservation,Continuous variables,cac_score,pht000145,phv00023200
FHS,phs000007,MeasurementObservation,Continuous variables,cac_score,pht000145,phv00023201
FHS,phs000007,MeasurementObservation,Continuous variables,cac_score,pht000145,phv00023202
FHS,phs000007,MeasurementObservation,Continuous variables,cac_score,pht000147,phv00023235
FHS,phs000007,MeasurementObservation,Continuous variables,cac_score,pht005161,phv00257670
FHS,phs000007,MeasurementObservation,Continuous variables,cac_score,pht000147,phv00023230
FHS,phs000007,MeasurementObservation,Continuous variables,cac_volume,pht005161,phv00257671
FHS,phs000007,MeasurementObservation,Continuous variables,carotid_imt,pht000083,phv00021728
FHS,phs000007,MeasurementObservation,Continuous variables,carotid_imt,pht000083,phv00021729
FHS,phs000007,MeasurementObservation,Continuous variables,carotid_imt,pht000907,phv00076366
FHS,phs000007,MeasurementObservation,Continuous variables,carotid_imt,pht000907,phv00076367
FHS,phs000007,MeasurementObservation,Continuous variables,carotid_sten_left,pht000083,phv00021702
FHS,phs000007,MeasurementObservation,Continuous variables,carotid_sten_right,pht000083,phv00021700
FHS,phs000007,MeasurementObservation,Continuous variables,cesd_score,pht000160,phv00023792
FHS,phs000007,MeasurementObservation,Continuous variables,cesd_score,pht000172,phv00023899
FHS,phs000007,MeasurementObservation,Continuous variables,chloride_bld,pht000031,phv00008103
FHS,phs000007,MeasurementObservation,Continuous variables,chloride_bld,pht001045,phv00081017
FHS,phs000007,Observation,Continuous variables,cig_smok,pht000009,phv00000543
FHS,phs000007,Observation,Continuous variables,cig_smok,pht000009,phv00000780
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369809
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369810
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369811
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369812
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369813
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369814
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369815
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369816
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369817
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369818
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369819
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369820
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369821
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369822
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369823
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369824
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369825
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369826
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369827
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369828
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369829
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369830
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369831
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369832
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369833
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369834
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369835
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369836
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369837
FHS,phs000007,Observation,Continuous variables,cig_smok,pht007777,phv00369838
FHS,phs000007,Observation,Continuous variables,cig_smok,pht012916,phv00525298
FHS,phs000007,Observation,Continuous variables,cig_smok,pht012916,phv00525299
FHS,phs000007,Observation,Continuous variables,cig_smok,pht012916,phv00525300
FHS,phs000007,Observation,Continuous variables,cig_smok,pht012916,phv00525301
FHS,phs000007,Observation,Continuous variables,cig_smok,pht012916,phv00525302
FHS,phs000007,Observation,Continuous variables,cig_smok,pht012916,phv00525303
FHS,phs000007,Observation,Continuous variables,cig_smok,pht012916,phv00525304
FHS,phs000007,Observation,Continuous variables,cig_smok,pht012916,phv00525305
FHS,phs000007,Observation,Continuous variables,cig_smok,pht012916,phv00525306
FHS,phs000007,Observation,Continuous variables,cig_smok,pht012916,phv00566385
FHS,phs000007,Condition,Conditions,copd,pht003094,phv00177574
FHS,phs000007,Condition,Conditions,copd,pht006005,phv00274134
FHS,phs000007,Condition,Conditions,copd,pht004815,phv00251717
FHS,phs000007,Condition,Conditions,copd,pht005140,phv00254499
FHS,phs000007,Condition,Conditions,copd,pht005142,phv00255330
FHS,phs000007,Condition,Conditions,copd,pht006007,phv00275055
FHS,phs000007,Condition,Conditions,copd,pht006008,phv00275389
FHS,phs000007,Condition,Conditions,copd,pht000747,phv00072500
FHS,phs000007,Condition,Conditions,copd,pht000074,phv00021307
FHS,phs000007,Condition,Conditions,copd,pht000395,phv00055303
FHS,phs000007,Condition,Conditions,copd,pht000397,phv00056802
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht000016,phv00002416
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht000146,phv00023207
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht000017,phv00002654
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht000026,phv00006322
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht000027,phv00006662
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht000028,phv00006665
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht000029,phv00007526
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht000074,phv00021396
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht000692,phv00070734
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht000742,phv00071894
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht001039,phv00080753
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht001045,phv00081024
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht002234,phv00161767
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht002566,phv00166800
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht002889,phv00172175
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht002895,phv00172326
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht004802,phv00227058
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht005143,phv00255344
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht006010,phv00275408
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht006011,phv00275417
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht006018,phv00276860
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht006026,phv00277030
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht006026,phv00277031
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht009761,phv00544772
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht009761,phv00544773
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht009761,phv00544774
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht009761,phv00544775
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht009761,phv00544776
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht007777,phv00369801
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht007777,phv00369802
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht007777,phv00369803
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht007777,phv00369804
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht007777,phv00369805
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht007777,phv00369806
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht007777,phv00369807
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht007777,phv00369808
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht009761,phv00423895
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht009761,phv00423896
FHS,phs000007,MeasurementObservation,Continuous variables,creat_bld,pht009761,phv00423897
FHS,phs000007,MeasurementObservation,Continuous variables,creat_urin,pht000313,phv00036494
FHS,phs000007,MeasurementObservation,Continuous variables,creat_urin,pht006011,phv00275419
FHS,phs000007,MeasurementObservation,Continuous variables,creat_urin,pht000685,phv00070900
FHS,phs000007,MeasurementObservation,Continuous variables,creat_urin,pht000742,phv00071896
FHS,phs000007,MeasurementObservation,Continuous variables,creat_urin,pht002889,phv00172162
FHS,phs000007,MeasurementObservation,Continuous variables,creat_urin,pht004363,phv00219548
FHS,phs000007,MeasurementObservation,Continuous variables,creat_urin,pht004802,phv00227046
FHS,phs000007,MeasurementObservation,Continuous variables,creat_urin,pht004809,phv00227269
FHS,phs000007,MeasurementObservation,Continuous variables,creat_urin,pht004809,phv00227286
FHS,phs000007,MeasurementObservation,Continuous variables,crp,pht000080,phv00021690
FHS,phs000007,MeasurementObservation,Continuous variables,crp,pht000081,phv00021693
FHS,phs000007,MeasurementObservation,Continuous variables,crp,pht002889,phv00172177
FHS,phs000007,MeasurementObservation,Continuous variables,crp,pht002889,phv00462201
FHS,phs000007,MeasurementObservation,Continuous variables,crp,pht004802,phv00227060
FHS,phs000007,MeasurementObservation,Continuous variables,crp,pht004802,phv00227067
FHS,phs000007,MeasurementObservation,Continuous variables,crp,pht012880,phv00520365
FHS,phs000007,MeasurementObservation,Continuous variables,crp,pht010726,phv00462196
FHS,phs000007,MeasurementObservation,Continuous variables,crp,pht010726,phv00462201
FHS,phs000007,MeasurementObservation,Continuous variables,crp,pht012881,phv00520381
FHS,phs000007,MeasurementObservation,Continuous variables,crp,pht012882,phv00520398
FHS,phs000007,MeasurementObservation,Continuous variables,cysc_bld,pht000146,phv00023208
FHS,phs000007,MeasurementObservation,Continuous variables,d_dimer,pht000085,phv00021744
FHS,phs000007,Condition,Conditions,diabetes,pht000035,phv00010095
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080829
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080830
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080831
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080832
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080833
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080834
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080835
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080836
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080837
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080838
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080839
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080840
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080841
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080842
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080843
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080844
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080845
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080846
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080847
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080848
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080849
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080850
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080851
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080852
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080853
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080854
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080855
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080856
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080857
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080858
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080859
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080860
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080861
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080862
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080863
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080864
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080865
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080866
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080867
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080868
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080869
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080870
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080871
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080872
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080873
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080874
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080875
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080876
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080877
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080878
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080879
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080880
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080881
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00080882
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00369402
FHS,phs000007,Condition,Conditions,diabetes,pht000040,phv00369403
FHS,phs000007,Condition,Conditions,diabetes,pht000041,phv00010784
FHS,phs000007,Condition,Conditions,diabetes,pht000041,phv00010785
FHS,phs000007,Condition,Conditions,diabetes,pht000041,phv00010786
FHS,phs000007,Condition,Conditions,diabetes,pht000041,phv00010787
FHS,phs000007,Condition,Conditions,diabetes,pht000041,phv00010788
FHS,phs000007,Condition,Conditions,diabetes,pht000041,phv00010789
FHS,phs000007,Condition,Conditions,diabetes,pht000041,phv00010790
FHS,phs000007,Condition,Conditions,diabetes,pht000041,phv00010791
FHS,phs000007,Condition,Conditions,diabetes,pht000041,phv00010792
FHS,phs000007,Condition,Conditions,diabetes,pht000041,phv00010793
FHS,phs000007,Condition,Conditions,diabetes,pht000041,phv00010794
FHS,phs000007,Condition,Conditions,diabetes,pht000041,phv00010795
FHS,phs000007,Condition,Conditions,diabetes,pht000041,phv00010796
FHS,phs000007,Condition,Conditions,diabetes,pht000041,phv00010797
FHS,phs000007,Condition,Conditions,diabetes,pht000041,phv00369406
FHS,phs000007,Condition,Conditions,diabetes,pht000041,phv00369407
FHS,phs000007,Condition,Conditions,diabetes,pht000041,phv00369408
FHS,phs000007,Condition,Conditions,diabetes,pht000041,phv00369409
FHS,phs000007,Condition,Conditions,diabetes,pht000747,phv00072059
FHS,phs000007,Condition,Conditions,diabetes,pht007775,phv00369583
FHS,phs000007,Condition,Conditions,diabetes,pht007775,phv00369584
FHS,phs000007,Condition,Conditions,diabetes,pht007775,phv00369585
FHS,phs000007,Condition,Conditions,diabetes,pht007775,phv00369586
FHS,phs000007,SdohObservation,SdohObservations,edu_lvl,pht000009,phv00000480
FHS,phs000007,SdohObservation,SdohObservations,edu_lvl,pht004374,phv00220824
FHS,phs000007,SdohObservation,SdohObservations,edu_lvl,pht004375,phv00254006
FHS,phs000007,MeasurementObservation,Continuous variables,eosinophil_ncnc_bld,pht002889,phv00172196
FHS,phs000007,MeasurementObservation,Continuous variables,eosinophil_ncnc_bld,pht004802,phv00227043
FHS,phs000007,MeasurementObservation,Continuous variables,eselectin,pht002425,phv00163434
FHS,phs000007,MeasurementObservation,Continuous variables,factor_7,pht000198,phv00024570
FHS,phs000007,MeasurementObservation,Continuous variables,factor_7,pht004806,phv00227096
FHS,phs000007,Observation,Continuous variables,fam_income,pht003094,phv00177608
FHS,phs000007,Observation,Continuous variables,fam_income,pht006005,phv00274078
FHS,phs000007,Observation,Continuous variables,fam_income,pht000074,phv00021256
FHS,phs000007,Observation,Continuous variables,fam_income,pht000100,phv00022428
FHS,phs000007,Condition,Conditions,fam_stroke,pht000035,phv00010084
FHS,phs000007,Condition,Conditions,fam_stroke,pht000035,phv00010091
FHS,phs000007,MeasurementObservation,Continuous variables,fast_gluc_bld,pht002889,phv00172173
FHS,phs000007,MeasurementObservation,Continuous variables,fast_gluc_bld,pht006026,phv00277038
FHS,phs000007,MeasurementObservation,Continuous variables,fast_gluc_bld,pht006026,phv00277039
FHS,phs000007,MeasurementObservation,Continuous variables,fast_gluc_bld,pht009761,phv00544804
FHS,phs000007,MeasurementObservation,Continuous variables,fast_gluc_bld,pht009761,phv00544805
FHS,phs000007,MeasurementObservation,Continuous variables,fast_gluc_bld,pht009761,phv00544806
FHS,phs000007,MeasurementObservation,Continuous variables,fast_gluc_bld,pht009761,phv00544807
FHS,phs000007,MeasurementObservation,Continuous variables,fast_gluc_bld,pht009761,phv00544808
FHS,phs000007,MeasurementObservation,Continuous variables,fast_gluc_bld,pht009761,phv00423910
FHS,phs000007,MeasurementObservation,Continuous variables,fast_gluc_bld,pht009761,phv00423911
FHS,phs000007,MeasurementObservation,Continuous variables,fast_gluc_bld,pht009761,phv00423912
FHS,phs000007,MeasurementObservation,Continuous variables,fast_gluc_bld,pht009761,phv00423913
FHS,phs000007,MeasurementObservation,Continuous variables,fibrin,pht000012,phv00001384
FHS,phs000007,MeasurementObservation,Continuous variables,fibrin,pht000024,phv00005553
FHS,phs000007,MeasurementObservation,Continuous variables,fibrin,pht000025,phv00006029
FHS,phs000007,MeasurementObservation,Continuous variables,fibrin,pht000074,phv00021397
FHS,phs000007,MeasurementObservation,Continuous variables,fibrin,pht000084,phv00021740
FHS,phs000007,MeasurementObservation,Continuous variables,fibrin,pht000085,phv00021745
FHS,phs000007,MeasurementObservation,Continuous variables,fibrin,pht000086,phv00021747
FHS,phs000007,MeasurementObservation,Continuous variables,fibrin,pht004806,phv00227093
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000680,phv00070066
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000680,phv00070067
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000680,phv00070068
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000680,phv00070069
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000680,phv00070070
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000680,phv00070071
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000680,phv00070072
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000680,phv00070073
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000680,phv00070074
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000680,phv00070075
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000680,phv00070076
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000680,phv00070077
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000680,phv00070078
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000680,phv00070079
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000680,phv00070080
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000681,phv00068473
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000681,phv00068474
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000681,phv00068475
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000681,phv00068476
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000681,phv00068477
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000681,phv00068478
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000681,phv00068479
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000681,phv00068480
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000681,phv00068481
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000681,phv00068482
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000681,phv00068483
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000681,phv00068484
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000681,phv00068485
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000681,phv00068486
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000681,phv00068487
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000682,phv00069042
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000682,phv00069043
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000682,phv00069044
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000682,phv00069045
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000682,phv00069046
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000682,phv00069047
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000682,phv00069048
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000682,phv00069049
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000682,phv00069050
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000682,phv00069051
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000682,phv00069052
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000682,phv00069053
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000682,phv00069054
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000682,phv00069055
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht000682,phv00069056
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002150,phv00157176
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002150,phv00157177
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002150,phv00157178
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002150,phv00157179
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002150,phv00157180
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002150,phv00157181
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002150,phv00157182
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002150,phv00157183
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002150,phv00157184
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002150,phv00157185
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002150,phv00157186
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002150,phv00157187
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002150,phv00157188
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002150,phv00157189
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002150,phv00157190
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002151,phv00157617
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002151,phv00157618
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002151,phv00157619
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002151,phv00157620
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002151,phv00157621
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002151,phv00157622
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002151,phv00157623
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002151,phv00157624
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002151,phv00157625
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002151,phv00157626
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002151,phv00157627
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002151,phv00157628
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002151,phv00157629
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002151,phv00157630
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002151,phv00157631
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002153,phv00158420
FHS,phs000007,MeasurementObservation,Continuous variables,fruit_serving,pht002153,phv00158421
