phs,pht,phv,n,count_available
phs000287,pht001475,phv00102643,3561,True
phs000287,pht001488,phv00104041,4619,True
phs000287,pht001450,phv00099357,4891,True
phs000287,pht001450,phv00099380,4855,True
phs000287,pht001450,phv00099387,4540,True
phs000287,pht001450,phv00099427,4294,True
phs000287,pht001450,phv00099429,4288,True
phs000287,pht001451,phv00099700,4886,True
phs000287,pht001451,phv00100054,4834,True
phs000287,pht001452,phv00100389,5518,True
phs000287,pht001452,phv00100396,5481,True
phs000287,pht001452,phv00100399,5145,True
phs000287,pht001474,phv00101728,2338,True
phs000287,pht001474,phv00101730,2308,True
phs000287,pht001474,phv00101754,3076,True
phs000287,pht001474,phv00101773,3096,True
phs000287,pht001474,phv00101969,2995,True
phs000287,pht001475,phv00102470,2855,True
phs000287,pht001475,phv00102497,2835,True
phs000287,pht001475,phv00102548,1976,True
phs000287,pht001475,phv00102550,1971,True
phs000287,pht001475,phv00102591,2764,True
phs000287,pht001488,phv00104009,4579,True
phs000287,pht001488,phv00104315,4576,True
phs000287,pht001488,phv00104326,4524,True
phs000287,pht001489,phv00104686,4313,True
phs000287,pht001489,phv00104740,3779,True
phs000287,pht001489,phv00104742,3771,True
phs000287,pht001489,phv00104964,4288,True
phs000287,pht001489,phv00104980,4251,True
phs000287,pht001490,phv00105423,628,True
phs000287,pht001490,phv00105455,626,True
phs000287,pht001490,phv00105462,605,True
phs000287,pht001490,phv00105839,534,True
phs000287,pht001490,phv00105841,529,True
phs000287,pht001490,phv00106347,612,True
phs000287,pht001490,phv00106374,626,True
phs000287,pht001491,phv00106785,4020,True
phs000287,pht001491,phv00106817,3995,True
phs000287,pht001491,phv00106824,3850,True
phs000287,pht001491,phv00106963,3541,True
phs000287,pht001491,phv00106965,3528,True
phs000287,pht001491,phv00107286,3945,True
phs000287,pht001491,phv00107310,4012,True
phs000287,pht001492,phv00107483,3556,True
phs000287,pht001492,phv00107485,3577,True
phs000287,pht001492,phv00107753,4206,True
phs000287,pht001492,phv00108162,4099,True
phs000287,pht001492,phv00108186,4185,True
phs000287,pht001493,phv00108484,4005,True
phs000287,pht001493,phv00108516,3978,True
phs000287,pht001493,phv00108784,3886,True
phs000287,pht001493,phv00108926,1192,True
phs000287,pht001494,phv00109248,3648,True
phs000287,pht001494,phv00109303,2935,True
phs000287,pht001494,phv00109305,2899,True
phs000287,pht001494,phv00109315,3538,True
phs000287,pht001495,phv00109861,3274,True
phs000287,pht001495,phv00110268,3359,True
phs000287,pht001495,phv00110316,2587,True
phs000287,pht001495,phv00110318,2553,True
phs000287,pht001495,phv00110498,3355,True
phs000287,pht003700,phv00199731,333,True
phs000287,pht003700,phv00199734,413,True
phs000287,pht003700,phv00199737,456,True
phs000287,pht003700,phv00199740,477,True
phs000287,pht003700,phv00199743,305,True
phs000287,pht003700,phv00199746,385,True
phs000287,pht003700,phv00199749,436,True
phs000287,pht003700,phv00199752,462,True
phs000287,pht003700,phv00199755,284,True
phs000287,pht003700,phv00199758,359,True
phs000287,pht003700,phv00199761,379,True
phs000287,pht003700,phv00199764,399,True
phs000287,pht003700,phv00199767,333,True
phs000287,pht003700,phv00199770,413,True
phs000287,pht003700,phv00199773,455,True
phs000287,pht003700,phv00199776,482,True
phs000287,pht001450,phv00099656,4900,True
phs000287,pht001452,phv00100595,5526,True
phs000287,pht001474,phv00101536,3499,True
phs000287,pht001474,phv00102173,3693,True
phs000287,pht001475,phv00102684,3265,True
phs000287,pht001475,phv00103146,3374,True
phs000287,pht001488,phv00104464,4617,True
phs000287,pht001489,phv00105094,4433,True
phs000287,pht001490,phv00105912,404,True
phs000287,pht001490,phv00106515,626,True
phs000287,pht001491,phv00107086,3626,True
phs000287,pht001491,phv00107440,4198,True
phs000287,pht001492,phv00107954,4541,True
phs000287,pht001492,phv00108301,4549,True
phs000287,pht001493,phv00108628,4321,True
phs000287,pht001493,phv00109055,4385,True
phs000287,pht001494,phv00109395,4074,True
phs000287,pht001494,phv00109766,4183,True
phs000287,pht001495,phv00110057,3688,True
phs000287,pht001495,phv00110708,3840,True
phs000287,pht003699,phv00197516,1199,True
phs000287,pht003700,phv00199111,756,True
phs000287,pht001450,phv00098815,4856,True
phs000287,pht001450,phv00099023,4819,True
phs000287,pht001474,phv00101529,3625,True
phs000287,pht001475,phv00102677,3318,True
phs000287,pht001476,phv00103163,3185,True
phs000287,pht001477,phv00103216,3038,True
phs000287,pht001478,phv00103268,2794,True
phs000287,pht001479,phv00103321,2808,True
phs000287,pht001480,phv00103373,2751,True
phs000287,pht001481,phv00103426,2642,True
phs000287,pht001482,phv00103478,2510,True
phs000287,pht001483,phv00103531,2202,True
phs000287,pht001484,phv00103583,2273,True
phs000287,pht001485,phv00103636,2109,True
phs000287,pht001486,phv00103688,2085,True
phs000287,pht001487,phv00103739,1731,True
phs000287,pht001488,phv00104051,4565,True
phs000287,pht001488,phv00104052,1912,True
phs000287,pht001489,phv00105095,4675,True
phs000287,pht001490,phv00105132,622,True
phs000287,pht001490,phv00105909,624,True
phs000287,pht001490,phv00105910,405,True
phs000287,pht001491,phv00107046,4190,True
phs000287,pht001492,phv00107947,4584,True
phs000287,pht001493,phv00108621,4377,True
phs000287,pht001494,phv00109388,4128,True
phs000287,pht001495,phv00110050,3841,True
phs000287,pht003700,phv00198927,761,True
phs000287,pht001449,phv00098764,2132,True
phs000287,pht001452,phv00100500,5063,True
phs000287,pht001451,phv00100044,4847,True
phs000287,pht001452,phv00100428,5418,True
phs000287,pht001490,phv00105866,588,True
phs000287,pht001491,phv00106993,3771,True
phs000287,pht001451,phv00100282,4803,True
phs000287,pht001452,phv00100492,5401,True
phs000287,pht001490,phv00106416,598,True
phs000287,pht001491,phv00107344,3766,True
phs000287,pht001449,phv00098770,5379,True
phs000287,pht001449,phv00098769,5392,True
phs000287,pht001451,phv00100067,4720,True
phs000287,pht001452,phv00100455,5324,True
phs000287,pht001474,phv00101981,2991,True
phs000287,pht001475,phv00102606,2760,True
phs000287,pht001488,phv00104338,4477,True
phs000287,pht001489,phv00104992,4211,True
phs000287,pht001490,phv00106359,604,True
phs000287,pht001491,phv00107298,3892,True
phs000287,pht001492,phv00108174,4092,True
phs000287,pht001493,phv00108796,3867,True
phs000287,pht001494,phv00109326,3605,True
phs000287,pht001495,phv00109874,3272,True
phs000287,pht001451,phv00100097,4903,True
phs000287,pht001451,phv00100098,4903,True
phs000287,pht001452,phv00100387,5531,True
phs000287,pht001452,phv00100388,5531,True
phs000287,pht001490,phv00105307,628,True
phs000287,pht001490,phv00105308,628,True
phs000287,pht001491,phv00106841,3885,True
phs000287,pht001491,phv00106842,3885,True
phs000287,pht001495,phv00110613,3201,True
phs000287,pht001495,phv00110614,3201,True
phs000287,pht001452,phv00100330,5450,True
phs000287,pht001452,phv00100333,5483,True
phs000287,pht001452,phv00100507,5531,True
phs000287,pht001451,phv00099861,4831,True
phs000287,pht001452,phv00100414,5417,True
phs000287,pht001490,phv00105619,586,True
phs000287,pht001491,phv00106921,3765,True
phs000287,pht001451,phv00100047,4869,True
phs000287,pht001452,phv00100430,5458,True
phs000287,pht001490,phv00105869,589,True
phs000287,pht001491,phv00106996,3792,True
phs000287,pht001451,phv00100061,4637,True
phs000287,pht001452,phv00100451,5244,True
phs000287,pht001474,phv00101976,2855,True
phs000287,pht001475,phv00102977,2763,True
phs000287,pht001488,phv00104332,4458,True
phs000287,pht001489,phv00104986,4217,True
phs000287,pht001490,phv00106353,607,True
phs000287,pht001491,phv00107292,3925,True
phs000287,pht001492,phv00108168,4071,True
phs000287,pht001493,phv00108791,3848,True
phs000287,pht001494,phv00109322,3536,True
phs000287,pht001495,phv00109868,3269,True
phs000287,pht001460,phv00100694,1201,True
phs000287,pht001460,phv00100712,2408,True
phs000287,pht001460,phv00100713,2416,True
phs000287,pht003699,phv00197566,1148,True
phs000287,pht003699,phv00197658,2407,True
phs000287,pht003699,phv00197659,2414,True
phs000287,pht003699,phv00197707,837,True
phs000287,pht003700,phv00199793,511,True
phs000287,pht003700,phv00200010,511,True
phs000287,pht001451,phv00100131,4354,True
phs000287,pht001494,phv00109552,3514,True
phs000287,pht001451,phv00099664,4819,True
phs000287,pht001451,phv00099665,4820,True
phs000287,pht001451,phv00099666,4819,True
phs000287,pht001451,phv00099670,4854,True
phs000287,pht001451,phv00099671,4854,True
phs000287,pht001451,phv00099672,4854,True
phs000287,pht001492,phv00107762,3769,True
phs000287,pht001492,phv00107763,3769,True
phs000287,pht001492,phv00107764,3785,True
phs000287,pht001495,phv00110364,2639,True
phs000287,pht001495,phv00110365,2639,True
phs000287,pht001495,phv00110359,2639,True
phs000287,pht001495,phv00110401,2223,True
phs000287,pht001495,phv00110402,2111,True
phs000287,pht001495,phv00110418,2079,True
phs000287,pht001450,phv00098822,4868,True
phs000287,pht001450,phv00099451,4903,True
phs000287,pht001450,phv00099461,4903,True
phs000287,pht001451,phv00099711,4869,True
phs000287,pht001451,phv00099712,216,True
phs000287,pht001452,phv00100296,5531,True
phs000287,pht001452,phv00100299,5531,True
phs000287,pht001464,phv00100792,5292,True
phs000287,pht001466,phv00100815,18624,True
phs000287,pht001466,phv00100830,1314,True
phs000287,pht001474,phv00101507,35,True
phs000287,pht001474,phv00101510,3839,True
phs000287,pht001475,phv00102653,3570,True
phs000287,pht001475,phv00102655,29,True
phs000287,pht001475,phv00102660,37,True
phs000287,pht001488,phv00104044,4653,True
phs000287,pht001488,phv00104045,4635,True
phs000287,pht001489,phv00104808,4468,True
phs000287,pht001489,phv00104810,25,True
phs000287,pht001489,phv00104813,4456,True
phs000287,pht001489,phv00104815,18,True
phs000287,pht001490,phv00105139,625,True
phs000287,pht001490,phv00105470,624,True
phs000287,pht001490,phv00105471,59,True
phs000287,pht001490,phv00105876,628,True
phs000287,pht001490,phv00105877,628,True
phs000287,pht001490,phv00105879,628,True
phs000287,pht001491,phv00107022,4263,True
phs000287,pht001491,phv00107024,32,True
phs000287,pht001491,phv00107029,25,True
phs000287,pht001492,phv00107909,4685,True
phs000287,pht001492,phv00107911,28,True
phs000287,pht001492,phv00107914,4673,True
phs000287,pht001492,phv00107916,23,True
phs000287,pht001493,phv00108597,4462,True
phs000287,pht001493,phv00108599,36,True
phs000287,pht001493,phv00108602,4454,True
phs000287,pht001493,phv00108604,28,True
phs000287,pht001493,phv00108762,32,True
phs000287,pht001493,phv00108763,26,True
phs000287,pht001494,phv00109365,4280,True
phs000287,pht001494,phv00109367,41,True
phs000287,pht001494,phv00109370,4268,True
phs000287,pht001494,phv00109372,24,True
phs000287,pht001495,phv00110012,4026,True
phs000287,pht001495,phv00110014,29,True
phs000287,pht001495,phv00110017,4011,True
phs000287,pht001495,phv00110019,38,True
phs000287,pht003699,phv00197450,1201,True
phs000287,pht001450,phv00099457,4900,True
phs000287,pht001450,phv00099576,4900,True
phs000287,pht001450,phv00099577,4900,True
phs000287,pht001452,phv00100441,5528,True
phs000287,pht001452,phv00100515,5526,True
phs000287,pht001452,phv00100516,5526,True
phs000287,pht001474,phv00102002,3693,True
phs000287,pht001474,phv00102093,3693,True
phs000287,pht001474,phv00102094,3693,True
phs000287,pht001475,phv00102627,3374,True
phs000287,pht001475,phv00103066,3374,True
phs000287,pht001475,phv00103067,3374,True
phs000287,pht001488,phv00104361,4617,True
phs000287,pht001488,phv00104384,4617,True
phs000287,pht001488,phv00104385,4617,True
phs000287,pht001489,phv00104767,4434,True
phs000287,pht001489,phv00105014,4433,True
phs000287,pht001489,phv00105015,4433,True
phs000287,pht001490,phv00105627,628,True
phs000287,pht001490,phv00106435,626,True
phs000287,pht001490,phv00106436,626,True
phs000287,pht001491,phv00107352,4199,True
phs000287,pht001491,phv00107360,4198,True
phs000287,pht001491,phv00107361,4198,True
phs000287,pht001492,phv00107782,4549,True
phs000287,pht001492,phv00108221,4549,True
phs000287,pht001492,phv00108222,4549,True
phs000287,pht001493,phv00108841,4385,True
phs000287,pht001493,phv00108975,4385,True
phs000287,pht001493,phv00108976,4385,True
phs000287,pht001494,phv00109508,4183,True
phs000287,pht001494,phv00109686,4183,True
phs000287,pht001494,phv00109687,4183,True
phs000287,pht001495,phv00110189,3840,True
phs000287,pht001495,phv00110628,3840,True
phs000287,pht001495,phv00110629,3840,True
phs000287,pht003699,phv00197552,1199,True
phs000287,pht003699,phv00197553,1199,True
phs000287,pht003700,phv00199031,756,True
phs000287,pht003700,phv00199032,756,True
phs000287,pht001452,phv00100556,5526,True
phs000287,pht001450,phv00099580,4900,True
phs000287,pht001450,phv00099581,4900,True
phs000287,pht001452,phv00100519,5526,True
phs000287,pht001452,phv00100520,5526,True
phs000287,pht001474,phv00102097,3693,True
phs000287,pht001474,phv00102098,3693,True
phs000287,pht001475,phv00103070,3374,True
phs000287,pht001475,phv00103071,3374,True
phs000287,pht001488,phv00104388,4617,True
phs000287,pht001488,phv00104389,4617,True
phs000287,pht001489,phv00105018,4433,True
phs000287,pht001489,phv00105019,4433,True
phs000287,pht001490,phv00106439,626,True
phs000287,pht001490,phv00106440,626,True
phs000287,pht001491,phv00107364,4198,True
phs000287,pht001491,phv00107365,4198,True
phs000287,pht001492,phv00108225,4549,True
phs000287,pht001492,phv00108226,4549,True
phs000287,pht001493,phv00108979,4385,True
phs000287,pht001493,phv00108980,4385,True
phs000287,pht001494,phv00109690,4183,True
phs000287,pht001494,phv00109691,4183,True
phs000287,pht001495,phv00110632,3840,True
phs000287,pht001495,phv00110633,3840,True
phs000287,pht003699,phv00197538,1199,True
phs000287,pht003699,phv00197539,1199,True
phs000287,pht003700,phv00199035,756,True
phs000287,pht003700,phv00199036,756,True
phs000287,pht001450,phv00099574,4900,True
phs000287,pht001450,phv00099575,4900,True
phs000287,pht001452,phv00100513,5526,True
phs000287,pht001452,phv00100514,5526,True
phs000287,pht001474,phv00102091,3693,True
phs000287,pht001474,phv00102092,3693,True
phs000287,pht001475,phv00103064,3374,True
phs000287,pht001475,phv00103065,3374,True
phs000287,pht001488,phv00104382,4617,True
phs000287,pht001488,phv00104383,4617,True
phs000287,pht001489,phv00105012,4433,True
phs000287,pht001489,phv00105013,4433,True
phs000287,pht001490,phv00106433,626,True
phs000287,pht001490,phv00106434,626,True
phs000287,pht001491,phv00107358,4198,True
phs000287,pht001491,phv00107359,4198,True
phs000287,pht001492,phv00108219,4549,True
phs000287,pht001492,phv00108220,4549,True
phs000287,pht001493,phv00108973,4385,True
phs000287,pht001493,phv00108974,4385,True
phs000287,pht001494,phv00109684,4183,True
phs000287,pht001494,phv00109685,4183,True
phs000287,pht001495,phv00110626,3840,True
phs000287,pht001495,phv00110627,3840,True
phs000287,pht003700,phv00199029,756,True
phs000287,pht003700,phv00199030,756,True
phs000287,pht001450,phv00099332,4801,True
phs000287,pht001450,phv00099333,4903,True
phs000287,pht001450,phv00099455,4900,True
phs000287,pht001452,phv00100439,5528,True
phs000287,pht001474,phv00102000,3693,True
phs000287,pht001475,phv00102628,3374,True
phs000287,pht001488,phv00104359,4617,True
phs000287,pht001489,phv00104765,4434,True
phs000287,pht001490,phv00105625,628,True
phs000287,pht001491,phv00107350,4199,True
phs000287,pht001492,phv00107783,4549,True
phs000287,pht001493,phv00108842,4385,True
phs000287,pht001494,phv00109506,4183,True
phs000287,pht001495,phv00110187,3840,True
phs000287,pht003699,phv00197549,1199,True
phs000287,pht003699,phv00197550,1199,True
phs000287,pht001450,phv00099583,4900,True
phs000287,pht001450,phv00099601,4900,True
phs000287,pht001450,phv00099602,4900,True
phs000287,pht001450,phv00099603,4900,True
phs000287,pht001450,phv00099604,4900,True
phs000287,pht001450,phv00099649,4900,True
phs000287,pht001450,phv00099650,4900,True
phs000287,pht001452,phv00100522,5526,True
phs000287,pht001452,phv00100540,5526,True
phs000287,pht001452,phv00100541,5526,True
phs000287,pht001452,phv00100542,5526,True
phs000287,pht001452,phv00100543,5526,True
phs000287,pht001452,phv00100588,5526,True
phs000287,pht001452,phv00100589,5526,True
phs000287,pht001474,phv00102100,3693,True
phs000287,pht001474,phv00102118,3693,True
phs000287,pht001474,phv00102119,3693,True
phs000287,pht001474,phv00102120,3693,True
phs000287,pht001474,phv00102121,3693,True
phs000287,pht001474,phv00102166,3693,True
phs000287,pht001474,phv00102167,3693,True
phs000287,pht001475,phv00103073,3374,True
phs000287,pht001475,phv00103091,3374,True
phs000287,pht001475,phv00103092,3374,True
phs000287,pht001475,phv00103093,3374,True
phs000287,pht001475,phv00103094,3374,True
phs000287,pht001475,phv00103139,3374,True
phs000287,pht001475,phv00103140,3374,True
phs000287,pht001488,phv00104391,4617,True
phs000287,pht001488,phv00104409,4617,True
phs000287,pht001488,phv00104410,4617,True
phs000287,pht001488,phv00104411,4617,True
phs000287,pht001488,phv00104412,4617,True
phs000287,pht001488,phv00104457,4617,True
phs000287,pht001488,phv00104458,4617,True
